Time,accX_m_s2,accY_m_s2,accZ_m_s2,gyroX_rad_s,gyroY_rad_s,gyroZ_rad_s,vicon_esternoZ_cm
0.0,0.006529771650373438,-0.12735991956628284,-1.9826994958036595,0.011695085321309242,0.02331672493299065,-0.006558632457807435,0.0
0.016666666666666666,-0.0738763074122618,-0.1626980908786524,-1.9605335589313042,0.02022593818806235,0.02344352567439946,-0.010867712957699801,-0.005540673061545931
0.03333333333333333,-0.19266767882058958,-0.17540932859747982,-1.9365911963706262,0.02874149131523838,0.021095938706220316,-0.0068017293701247185,-0.002542707833725899
0.05,-0.23337071730279946,-0.14374187850695982,-1.9790831650813179,0.03813943943652033,0.011575614862634816,0.002796358691423455,-0.014245999999957348
0.06666666666666667,-0.20571059063526945,-0.14655857315693202,-1.995332547967209,0.046698212232530414,0.005793908712324032,0.010813652133544085,-0.015978712230207748
0.08333333333333333,-0.10674666638994085,-0.16285217215254982,-1.96532109642659,0.05119191720847188,0.019430051143608254,0.008391827832289062,-0.016309750999198513
0.1,-0.0070765742726934585,-0.1585044791857225,-2.0188274036766636,0.054715172648114374,0.012197077937718282,-0.0007563035119848191,-0.020287999999965223
0.11666666666666667,-0.12293036523773172,-0.16057743828760815,-2.0653275610889494,0.04275508246286844,-0.001800440912558625,-0.0017022610531874007,-0.026365589928019517
0.13333333333333333,-0.21216934508158045,-0.16361927155280054,-2.035513248512842,0.03740731402713633,0.0018798175626416217,0.002671706354871403,-0.027295175459585153
0.15,-0.28802668273832116,-0.22666539011878223,-2.019806772449839,0.023141207654312934,8.904986041672879e-05,0.010532281259934561,-0.030395999999996093
0.16666666666666666,-0.3498746004287411,-0.27309789790601796,-1.9827797531777853,0.015810163393456478,-0.0010877781808947507,0.012962060296494346,-0.03115162430054852
0.18333333333333332,-0.1752605399723148,-0.23462341030251135,-2.012454981716755,0.021779387086664978,-0.010351231200825158,0.01276835333457073,-0.03151854596319481
0.2,-0.01964458475947392,-0.201056351264419,-2.020836380573988,0.02964545214291745,-0.007009748412414177,0.004242826063741139,-0.03201899999999114
0.21666666666666667,-0.03618220464530056,-0.16807754597926144,-2.024099116658343,0.026771714101541083,0.0005044702892114446,-0.0031176717953342813,-0.028418356115082588
0.23333333333333334,-0.14382041366844153,-0.13292048593889172,-2.009208999475994,0.01927762015581289,0.0066888901929023515,-0.0015286282277306104,-0.024914960831324606
0.25,-0.22395737847856054,-0.15853678558711448,-1.959595598202573,0.0140803782296828,0.008288119917748648,0.008306416802019836,-0.026366999999964946
0.26666666666666666,-0.21625809900549012,-0.21420773525944736,-1.9514618138094855,0.009578566326984438,0.009809621627639832,0.011272032617545055,-0.026085882893653434
0.2833333333333333,-0.1134230379381442,-0.23242359350865,-2.0022778134626837,0.008133832977711175,0.005895787393886582,0.006348674884332529,-0.026525268185423556
0.3,-0.03861960215933557,-0.20393833633316466,-2.0268328230915507,0.00658689401002642,-0.0016053659316617442,-0.00142238331059793,-0.023607999999967433
0.31666666666666665,-0.062318154216568965,-0.16907126495005936,-2.0217483903286326,0.00901651171234771,-0.0013741044397736382,-0.000957816879582929,-0.020997629496378067
0.3333333333333333,-0.12216477854649854,-0.1617314228748981,-2.018114027880501,0.00894820482068543,-0.00821185331427431,0.005598412941582996,-0.02148249760190879
0.35,-0.129462222597631,-0.18737268977782146,-1.981238781637902,0.007239548561024107,-0.0022178037311845417,0.01926095339416239,-0.019054999999980282
0.36666666666666664,-0.13664323659443048,-0.23007324101864124,-1.9767688853446204,0.014084676630683649,0.0027873448461305317,0.024086452240538007,-0.019458546362898232
0.3833333333333333,-0.09538241718298217,-0.22780328660822322,-1.9934200244524343,0.019375331317178796,0.005436636828214752,0.021708339425792617,-0.024792512390064303
0.4,-0.01927431832114784,-0.2193868855475483,-2.029889587254574,0.02597486098725143,0.0008084568627987498,0.013037227916620086,-0.027270999999984724
0.4166666666666667,-0.05735491982191383,-0.20157238625313942,-2.064754457846988,0.026090955476682477,-0.003948727128670476,0.007321164031479286,-0.02825961990404835
0.43333333333333335,-0.13134692234406176,-0.20061224486668303,-2.0273534529559196,0.01916668025474184,0.0036840493998857218,0.020563545592170603,-0.02807705395682092
0.45,-0.10639826351096938,-0.19925290391257078,-2.0470536784417224,0.023365853903811063,-0.004169983687998646,0.01797930624057616,-0.03212899999996921
0.4666666666666667,-0.11774707548378179,-0.19866040542151067,-2.1130411291558016,0.04376473702738537,-0.018328807225782118,0.011697163208784762,-0.03379981934449461
0.48333333333333334,-0.09592513581496737,-0.1784524360464121,-2.1802923178785543,0.024760139739791385,-0.018741500241377124,0.006332764631539494,-0.0343024732214019
0.5,-0.10287757956094709,-0.20796808792197347,-1.9560990365602149,0.004651316764237777,0.017230906167504063,0.007084686564816893,-0.03442399999997292
0.5166666666666666,-0.10167609197828209,-0.17204257509106033,-2.100513149163444,0.002323540541505345,-0.03394989701899647,0.002249478144379344,-0.03576672661867519
