Time,accX_m_s2,accY_m_s2,accZ_m_s2,gyroX_rad_s,gyroY_rad_s,gyroZ_rad_s,vicon_esternoZ_cm
0.0,1.113515857451821,1.0049249013924149,-0.4294100729788443,-0.05057019686501,-0.01632407418532731,0.004719989432851416,0.0
0.016666666666666666,1.0034297584510579,0.701625908859059,-0.5311020971758671,-0.03271543406602829,-0.031054563228221067,-0.021429624044973276,0.009260947732570912
0.03333333333333333,0.7971464390943335,0.21737546659781373,-0.6019262762099528,-0.021964854551044168,-0.03415217155372197,-0.029329774597179753,0.050293205435650634
0.05,0.6199774827097754,-0.2020374078720865,-0.6955025929670181,-0.010839271932004561,-0.017238771375098095,-0.028341170204376594,0.09254613509193632
0.06666666666666667,0.5051293405761168,-0.4861553434151147,-0.5713230759734205,-0.006008309411164281,-0.004604030647217444,-0.025006996660580816,0.12986459959333274
0.08333333333333333,0.4398151877833033,-0.5593552693837144,-0.5119649756950225,0.0003543686516617032,0.012938204521921334,-0.023316089919969845,0.1582642054356711
0.1,0.6296221436108761,-0.2752963251169794,-0.4306477760610622,-0.0019886573128028366,0.01527300584580949,-0.030495469336068646,0.1596136826539123
0.11666666666666667,0.6576546369943064,-0.007037396011900389,-0.34312098322622153,0.0033669549715774545,0.011999530554261218,-0.03115014872140442,0.14733605617595913
0.13333333333333333,0.753544570238863,0.17019991780114221,-0.5179922864110604,0.004072706569261605,0.015389916884021242,-0.019000681506478958,0.1402342054356609
0.15,0.8041496832931693,0.14168512506382827,-0.5508295770555203,0.015578905154549686,0.026009394498452604,0.003540277597227161,0.14545521422860475
0.16666666666666666,0.7273539220491914,0.02413775788458203,-0.7018864058464854,0.02131738296194187,0.038939137083141236,0.008245814110443915,0.1337265983928546
0.18333333333333332,0.6339529916049088,-0.008482772344120386,-0.9543372970614356,-0.034349431733922055,0.047272123974380874,0.010823372104501164,0.1183712054356647
0.2,0.8575133973082223,0.15787357439905475,-0.5543070279902733,0.03378546141348641,0.015849548995362815,0.005539808086103567,0.10677113589130727
0.21666666666666667,0.7660620542403301,0.023815140300358934,-0.5253572354020015,0.08862909103801254,-0.016126230851506253,0.01635749944990981,0.10051383208633524
0.23333333333333334,0.6195512371435752,-0.06811004053209674,-0.7909402627151876,0.07135070151419423,0.01414007999621424,0.0312920384847584,0.11234120543565496
0.25,0.9001435861168302,-0.09857185515718227,-0.7692230911802419,0.0545719560949484,0.04794042114955749,0.004742208359148316,0.14334968345326615
0.26666666666666666,0.8128400243064177,-0.11163661256129984,-0.47973631322053,0.11304870808520928,0.041357480582977786,-0.02246879261138736,0.1479532546553628
0.2833333333333333,0.6256695730111589,0.0931332479783926,-0.4911370666228353,0.17788466981941084,0.009855075206445978,-0.008676697437903981,0.1701532054356676
0.3,0.8959682872509627,0.21360400156609802,-0.7901340844821144,0.16959088588305482,-0.014307681571015715,0.0026816746950775786,0.1870860519584312
0.31666666666666665,0.9535418897755897,0.023804772070853842,-0.6250888180634907,0.14026401821572318,-0.01471055112748473,-0.008935051541407018,0.21523762960532622
0.3333333333333333,0.714401604060151,-0.10783619280028522,-0.5104429231803268,0.1461094346081205,-0.007419589370687585,-0.01765807517147368,0.24152820543565667
0.35,0.5990298248489361,-0.05955178909376929,-0.5475707166937686,0.14730669944740274,-0.012599956103026952,-0.009565566587359102,0.2502170023980739
0.36666666666666664,0.7855371121379945,0.0941665265281118,-0.48423591591599424,0.15866504724222277,-0.012919477445206953,-0.00844480460240384,0.26733821063771757
0.3833333333333333,0.7974680153800798,0.2665479513073638,-0.5118741064564502,0.18369282829275507,-0.003912247185262765,-0.01592008589501822,0.2795282054356676
0.4,0.7010797868964402,0.5058330730993157,-0.6385365845850236,0.18562646007931227,-0.0010113403278120185,-0.011159692948969433,0.3142729648281488
0.4166666666666667,0.8156417082297867,0.776470018255889,-0.4941116505402946,0.19269727219275348,-0.00471895263126232,-0.003447963547112164,0.3551439989530536
0.43333333333333335,0.9872397160690093,0.8712305022919535,-0.44322350286550977,0.2199745843256532,-0.0026013824100486332,-0.011496324824139943,0.4063842054356428
0.45,0.8925637176289217,0.7337116097399309,-0.5076700771118652,0.2189752823187951,0.006048483806451791,-0.027775146287148167,0.4929988177458142
0.4666666666666667,0.6073055215462027,0.5691190378142693,-0.3654355638922497,0.19802092594706214,-0.0007210404424358896,-0.027915864705252307,0.6159084819462635
0.48333333333333334,0.6742034699107452,0.5524524253948134,-0.22755066529594786,0.18557423885605845,-0.013087986308831212,-0.016712365038222238,0.7592652054356677
0.5,0.877179344859141,0.7070810590450693,-0.39749068962943473,0.17203376003125517,-0.0011462519908460738,-0.024045615320909982,0.8559849664268597
0.5166666666666666,0.882332852242749,1.2660563649002599,-0.6478229678339605,0.13899112067961036,0.017008448862987805,-0.02957122463323265,0.9968454275244767
0.5333333333333333,0.876821433730136,2.1151793420999954,-0.6895287394576713,0.10284054523083185,0.025452504924449094,-0.028179280916774737,1.2721682054356336
