Time,accX_m_s2,accY_m_s2,accZ_m_s2,gyroX_rad_s,gyroY_rad_s,gyroZ_rad_s,velocidade_corrigida_smart_m_s,deslocamento_corrigido_smart_m,vicon_esternoZ_cm
0.0,0.3848770970678979,-0.0052659907940644,-0.7165130159289211,-0.0075058927070674,0.0110757313249453,-0.0004875584999244,-0.03007715191052014,0.0046986782466908236,0.0
0.0166666666666667,0.3840000061723848,-0.0114975509368683,-0.6779555861938243,-0.0093451892253246,0.0128166894621213,-0.0024679431971918,-0.028866584734064477,0.004291467367973887,0.0012454972022624
0.0333333333333334,0.3934218983129572,-0.0205618643324797,-0.6358224973895108,-0.0046818091429465,0.0135344703660947,-0.003764915930362,-0.027800297292073617,0.0038969090037456007,0.0002806926459015
0.05,0.3973186284564243,-0.0123987969666685,-0.6529620142220288,3.090776968034919e-05,0.0154381200667358,-0.0046215656834628,-0.02659611469207145,0.003517784822661821,-0.0002680000000054
0.0666666666666667,0.3890453660115174,-0.0058842700454935,-0.6947475573946778,0.0025521438666722,0.0153770762446936,-0.0065626676536889,-0.025286675600192165,0.003156182827256757,0.0028449120703726
0.0833333333333333,0.3764326294155062,-0.0279604183396799,-0.6836131922297547,-0.0014453004382006,0.0154673285058578,-0.0062656039317003,-0.02434748982787442,0.0028062240426305744,0.0067382629896144
0.1,0.3739315626315773,-0.054322960761706,-0.5985828866810687,0.0009405440437668,0.010542456011682,-0.0036349408933824,-0.023850479644467612,0.0024607615098508583,0.00428500000001
0.1166666666666667,0.3652901349418442,-0.0413484561895615,-0.613210351712607,0.0111554381046166,0.0068731794832572,-0.0024520150248968,-0.023129304836088285,0.002123868454667394,0.005809531574755
0.1333333333333334,0.3862810591072887,-0.0368320952987113,-0.7195369137661153,0.0117503661101802,0.015709499001822,-0.0050861123963501,-0.022328049495639084,0.0017970920759251981,0.0068964976019287
0.15,0.4086193615633127,-0.035543778351681,-0.6433654765709431,0.0085743654657089,0.0180948089355884,-0.0094322978117479,-0.02150439218350026,0.0014808791858364253,0.002820000000014
0.1666666666666667,0.3594335831737643,-0.0483998294012806,-0.5899058359566716,0.0157431279223664,0.0135854589034329,-0.0060223290142174,-0.020896561416765894,0.001171596249204209,-0.0009871462829664
0.1833333333333333,0.3475155472874796,-0.0380168548112534,-0.7176939680059643,0.0187065969015067,0.0040113659197581,-0.0061488200167472,-0.020122634955352173,0.0008718352745176869,0.0027365271782855
0.2,0.3581807244623374,0.0063399746182623,-0.7175868784140834,0.0079165688367625,0.0144495323117273,-0.0108877853953402,-0.018622535894931087,0.0005933990291546246,0.0085820000000182
0.2166666666666666,0.3721681111469419,0.0022902969636706,-0.5911862105305813,0.0131510506955357,0.0195392132399532,-0.0122440575604419,-0.017199107974628987,0.00033477440516541026,0.0128457909672476
0.2333333333333334,0.3554761436748652,-0.0162074122516569,-0.6580528155677093,0.0281897693750268,0.0199162147807822,-0.0090503588397381,-0.016087632554522995,9.062357190117633e-05,0.0173945415667731
0.25,0.3447856238146114,-0.0053386472883394,-0.8843654942603765,0.0251473086451063,0.0237964634072797,-0.0066072076489668,-0.014795720811481762,-0.00013612439093477636,0.0179570000000239
0.2666666666666667,0.3237991380835704,0.0057355828748187,-0.8984464022466891,0.0014669606918552,0.0305424679176116,-0.0030603224496182,-0.013316038237464606,-0.0003423295732619767,0.0203357074340431
0.2833333333333334,0.3171261686646208,0.0173651736798832,-0.7025645622987521,-0.0076820041152139,0.0227949059493474,-0.0021626264297805,-0.011631973284481692,-0.0005244058685049246,0.0425959716227168
0.3,0.3519008983231451,-0.0083240459471127,-0.5647425758910805,0.0047284861423059,0.0161821413449596,-0.0029416690613017,-0.010359332653956638,-0.0006888530435858993,0.0572030000000154
0.3166666666666667,0.3915250208880049,-0.0484581505802664,-0.6440909186450957,0.0160135368057678,0.0139408261666311,-0.003881207983007,-0.009748405778858472,-0.0008464047294615695,0.0593744684252897
0.3333333333333333,0.4191471268980824,-0.0351536447554132,-0.7486462891117877,0.0096664870878448,0.0144989217396484,-0.0076883037698889,-0.008917618287543269,-0.000993124816429664,0.0575682290167947
