Time,accX_m_s2,accY_m_s2,accZ_m_s2,gyroX_rad_s,gyroY_rad_s,gyroZ_rad_s,velocidade_corrigida_smart_m_s,deslocamento_corrigido_smart_m,vicon_esternoZ_cm
0.0,-1.6059577148330113,-0.1598108578295572,-1.0462207393238114,0.1345524407962283,-0.0064849767279801,0.0492789427126221,0.023261049586119093,-0.0035714615193161675,0.0
0.0166666666666666,-1.554589449321509,-0.2432422739507806,-1.1255871349146729,0.1221233458904995,-0.0028717025866306,0.052102612770092,0.021152810814439472,-0.0032776006207840633,0.0120819068745134
0.0333333333333333,-1.4435518726999028,-0.2008288817850661,-0.9591129148805596,0.1239032012420709,-0.0186258624894025,0.0401714331734882,0.019777573393115602,-0.002999357390512632,0.0105585999200741
0.05,-1.552359525215658,-0.1269375488086205,-0.8422105334092361,0.1409615726978406,-0.0179044385002241,0.0277869671375628,0.019691796642327185,-0.0027142466235783778,0.0119390000000123
0.0666666666666666,-1.550268382936409,-0.1723766320109966,-1.0249804889947762,0.133236798986581,-0.0445378905296669,0.0192977018248744,0.018880082450996524,-0.0024337006748539614,0.1745619964029003
0.0833333333333333,-1.4514731680984805,-0.2770006081353642,-1.372397682343602,0.0799227613921651,-0.053079472992436,0.0170621250254099,0.016307225039578738,-0.002187102539225397,0.0694450143885063
0.1,-1.6088061778110516,-0.2206033262891715,-1.3946390065352865,0.0301134049845618,-0.0477674285010493,0.0339048617747749,0.0145778367062414,-0.001961617854940685,0.0668340000000142
0.1166666666666666,-1.6117371328994627,-0.0161688400478799,-1.0390701461075422,0.0234187655648203,-0.0761422172628366,0.0537392491678153,0.016245228427183303,-0.00170028588421812,0.2390793245403841
0.1333333333333333,-1.2794867523592302,-0.068446664820229,-1.017593689406345,0.0076529116374005,-0.0903252877235531,0.0257037916918084,0.017042104169872646,-0.001417041853781953,0.2195907462030391
0.15,-1.2647224263170285,-0.2266236711322662,-1.2952931518600013,-0.0398881933895558,-0.0759392379715608,-0.0112350082735388,0.015203236288319252,-0.0011552777024649696,0.2141240000000124
0.1666666666666666,-1.4834664880529007,-0.1964998951349965,-1.3973710445007606,-0.0925693097719601,-0.0596331784736217,-0.0087220582747151,0.013846847552299472,-0.0009067918807993264,0.2074242346123327
0.1833333333333333,-1.467161390941005,-0.0600749977900511,-1.1789797559618167,-0.1105252722448439,-0.0606231032727334,0.0056678334411784,0.014752058757809057,-0.0006336289249962443,0.2065399604316553
0.2,-1.3580032401596225,-0.040776974994676,-0.8908445720961231,-0.0801358665191685,-0.0736461366987065,0.0048984507209794,0.01595392744295165,-0.0003308287101488239,0.1951540000000022
0.2166666666666666,-1.4211152846295951,-0.1312383259777884,-0.8575162921757193,-0.0384374293338638,-0.0745428646095422,0.0034723759514548,0.01563570216752187,-2.3532096391124836e-05,0.2112250427658182
0.2333333333333333,-1.4851483368161025,-0.1712515064288003,-0.9718729966886568,-0.019147140139067,-0.0578122618125555,0.0120266282604704,0.014667143996342412,0.0002780747653490026,0.2164413948841002
0.25,-1.418089225001946,-0.2384064175881492,-1.0825497379824234,-0.0295253822267921,-0.008410214828899,0.0094724775415425,0.012626109986511383,0.0005572658755807602,0.231055000000012
0.2666666666666666,-1.4790002148775123,-0.2166779025500355,-1.120894969241851,-0.044379074207499,0.0403039224082351,0.0096468185689613,0.010977130951626765,0.0008214251441565853,0.2436366043165492
0.2833333333333333,-1.5763334103335065,-0.1015379837981288,-0.9845581516737768,-0.0323646181094726,0.0322152145379485,0.0127134435353008,0.011238586691175615,0.0011025888723522224,0.2575539432454263
0.3,-1.5394446642148587,-0.0481549736471882,-0.8823796466915593,-0.0113724558800092,0.0135406985061977,0.009366508496695,0.0123521686622418,0.0014146530270464767,0.3115719999999982
0.3166666666666666,-1.4703006809179424,-0.1747088300538764,-1.013865081860597,-0.012993069993792,0.0159317928570736,0.0036752939012796,0.01131025887280002,0.00172121553292163,0.3614770811351064
0.3333333333333333,-1.488061729716532,-0.2087383842011691,-1.063047778215671,-0.0224778778388595,0.0194842405318697,0.0138234600469205,0.00966482864183607,0.0020118784433682648,0.2834826582733996
0.35,-1.4600572345677794,-0.1817565875122854,-0.8368411704855183,-0.0012829071021362,0.0061002346040919,0.0106341641140867,0.008434270862766942,0.0022932186245769536,0.2764890000000122
0.3666666666666666,-1.373130734136669,-0.238244271021465,-0.8266811840397071,0.0287736005931755,-0.0180362751903498,-0.0063905113781861,0.006218557428411327,0.0025483177624232973,0.2709361123101672
0.3833333333333333,-1.577926029287775,-0.1464730497463338,-0.9652965169290662,0.0421916104643924,-0.0066894893905573,0.0103328708815434,0.005500754369534365,0.002801829748495474,0.244758018784978
0.4,-1.452598071893468,-0.1788021991781805,-0.9495730713899844,0.0502880422033339,-0.0016829549299797,0.0231734424729443,0.00419904558146382,0.003043479079977224,0.2226560000000148
0.4166666666666667,-1.461213648025604,-0.1850761272984185,-1.1454301297244676,0.0454817624474338,0.0003297067268495,0.0299208164507563,0.0027246147332088896,0.0032694465564797165,0.1994698109512427
0.4333333333333333,-1.47419041704487,-0.1351205318106795,-1.165943633321204,0.0428613578228322,0.0055671331476281,0.0257770752286353,0.0020004596417043594,0.0034910545185963503,0.2027836219024976
0.45,-1.451004471060608,-0.1448309823933593,-1.165622366175257,0.0301624073066855,0.0081048714602168,0.0162512407528705,0.0010523491566324025,0.0037037050431911914,0.2682370000000276
0.4666666666666667,-1.4147684941098524,-0.1761091872658401,-1.0880193351389469,0.0144750672372213,0.0078206070208608,0.0128010042199285,-0.0004956125309965032,0.003896214518859686,0.2910608828937029
0.4833333333333333,-1.464476804968644,-0.2269912176018373,-1.1853033820360055,-0.0145146093983184,0.0186564044690605,0.032133153837738,-0.0030021576691185298,0.0040508450905865825,0.2274251654676362
0.5,-1.566975566149878,-0.1945176572576174,-1.2130682425604808,-0.0226293450215976,0.0425985997065459,0.0489384219799195,-0.005091384091921898,0.004172542817766226,0.2353880000000145
0.5166666666666666,-1.50894343123716,-0.2169970365942429,-1.121937611610978,-0.0225138006869637,0.0489675173395715,0.0574439872096886,-0.006979360616838688,0.004245224218875645,0.2596849008793072
0.5333333333333333,-1.4383681443387974,-0.2847145103627817,-1.3020644843881346,-0.0486748288207247,0.099360263587834,0.0632661550040823,-0.010262396214748969,0.004271718653962368,0.2343033317346226
0.55,-1.455661957104728,-0.2409654356112573,-1.3628286127376976,-0.0721949112631631,0.150142576548584,0.0673946279274973,-0.013115752104632186,0.004254504336005114,0.2419920000000104
0.5666666666666667,-1.427334071672666,-0.1441530611462504,-1.0646227204326326,-0.0415834273053095,0.1358792237759428,0.0582225279160581,-0.014664950843268992,0.004210492826259154,0.2346939464428743
0.5833333333333334,-1.3629468990960742,0.0297835129945106,-1.0577228562603955,-0.0102985478925503,0.1251528630543075,0.0404395655254946,-0.013630251293690152,0.004177845420140709,0.2424902334132923
0.6,-1.3257984523764548,-0.1438228800639932,-1.2223932772687265,-0.0133644632955476,0.1100424497479292,0.0276376723433139,-0.01578997091887152,0.004098641952021078,0.2337650000000195
0.6166666666666667,-1.3127908297975188,-0.1675726954562245,-1.3575084170590812,-0.0372575638669389,0.1067606203937113,0.024915601241192,-0.018547597557154717,0.003959839023402015,0.035210852917686
0.6333333333333333,-1.367071694808985,-0.1671486821186752,-1.4054041991484596,-0.0556093697830357,0.1133476636726061,0.028169912044397,-0.02135800555428742,0.0037598445343674444,0.1294351015188084
0.65,-1.3551327777113762,-0.1189492037820067,-1.265970142342554,-0.0430445113759406,0.1041757275156842,0.0294950644046865,-0.023392783858978465,0.0035114066140963557,0.224890000000002
0.6666666666666666,-1.3473976765178186,-0.1337153048811345,-1.2070231982258703,-0.026309013364751,0.0996682192479766,0.0338460680345716,-0.025716694047480552,0.0032092615824933445,0.2137373325339666
0.6833333333333333,-1.292081304873528,-0.0992023294247034,-1.287286447919339,-0.0309949090917047,0.1245797389785546,0.0290521241953728,-0.027482845196495145,0.0028626657248518655,0.2083735559552479
0.7,-1.2900725878499362,-0.1271409641175959,-1.3074080057673725,-0.0280937012307655,0.1590219082415715,0.0226695734406227,-0.02971256692779077,0.0024641703743563306,0.1982300000000094
0.7166666666666667,-1.3638225473627368,-0.2013578118834269,-1.119566047207971,0.0126703803542203,0.1331247360502809,0.0138237322462584,-0.033199803521380675,0.0019927027750101345,0.2105320971223108
0.7333333333333333,-1.3451599409616486,-0.2859293680415577,-1.133061368545773,0.0439168490791254,0.0809401717234004,0.0067694199994181,-0.038182536785929616,0.0014221234013960889,0.2082151167066541
0.75,-1.3036227146960442,-0.2478158910094228,-1.365810867829402,0.0314042080995232,0.0700468843427003,0.0121316477367195,-0.04261586588911217,0.0007603834522210009,0.21062000000002
0.7666666666666666,-1.292303733742789,-0.1446953013907417,-1.4954949119183174,0.0175519400835167,0.0852243640809087,0.0203100691403479,-0.045409006694913066,3.376058194415983e-05,0.1960551314948162
0.7833333333333333,-1.333074258292145,-0.0595568137809022,-1.4248781398298616,0.0281006624231802,0.0835963470971469,0.0265698107131762,-0.04680376770596945,-0.0007345182190280338,0.1869841654676491
0.8,-1.3218150211241964,-0.0273000697706418,-1.423397476829115,0.0386551530802299,0.051340056803085,0.0243543893496981,-0.04762209339331858,-0.0015339432364643991,0.175879000000009
0.8166666666666667,-1.3609749505441664,-0.0486719660869449,-1.568866420155901,0.0355471175302304,0.0329577578361319,0.0230051501330731,-0.04873970822205712,-0.0023683280347778814,0.1787255907274385
0.8333333333333334,-1.4042258652347903,-0.046830310265734,-1.4815805710488046,0.0413170512274717,0.0527164724613855,0.034553017551538,-0.049780787234337404,-0.0032354409286621515,0.1999542857713834
0.85,-1.4231984371904138,-0.0128872374337958,-1.381235476382458,0.0544169939040824,0.09179106119425,0.0509533360893998,-0.050237323315483584,-0.004125063039936769,0.1758060000000085
0.8666666666666667,-1.474051641086134,-0.0434502942744898,-1.5796827919799454,0.0325982359040305,0.0984321548785775,0.0639181076895798,-0.051171201163367666,-0.005044483262365906,0.1536600311750788
0.8833333333333333,-1.50721537926296,0.0059036629260482,-1.6254846273497745,0.0028619206931245,0.0714737373190834,0.0693599137918453,-0.051277203272414515,-0.0059797142775652595,0.2418806970423759
0.9,-1.4667975315560249,0.0901503102934491,-1.4340935576637066,0.0138376830152343,0.0453003154186926,0.0744896023797971,-0.049943403837357944,-0.00690608274926821,0.1805420000000168
0.9166666666666666,-1.273267589656654,0.1499991539117881,-1.394564471361,0.0251572191897539,0.0484624610071224,0.0702320181195712,-0.04757158450164813,-0.00780555060008423,0.2312302521982445
0.9333333333333332,-1.2308982804079966,0.0957222122329777,-1.4721892837011972,0.0018249709346237,0.0643969814733603,0.0646048333950825,-0.04599989749515774,-0.008689675399823384,0.2475650251798669
0.95,-1.341216242358401,0.164090497802244,-1.582935248471104,-0.0408551354753362,0.0704672846033047,0.0686467383220702,-0.04310429225690855,-0.009533307944210801,0.3277470000000306
0.9666666666666668,-1.3689030363247146,0.2915155549915381,-1.4728512932615518,-0.0700679677538647,0.0650690714056946,0.0777696992354758,-0.03788720533815364,-0.010294468273321093,0.3926882637889832
0.9833333333333332,-1.3240908600770602,0.3595021289629581,-1.258229052468827,-0.0866761992855387,0.0697692439064921,0.0877370136022829,-0.03135532894355479,-0.010948255133023627,0.5436773764988203
1.0,-1.3041637023209334,0.5013198776581749,-1.1423755352129472,-0.1103770185851092,0.1005552652340638,0.0933488852457303,-0.022304051435801456,-0.01145017618325868,0.5419920000000076
1.0166666666666666,-1.2778456829585343,0.7159219627133538,-1.037090679521496,-0.1370562156092624,0.1232019944871496,0.0820362496097987,-0.009556247378473756,-0.011736790969574317,0.604934235411676
1.0333333333333332,-1.244936331526652,0.8772686544089754,-1.121254988146792,-0.1822848463145966,0.1200891267761344,0.0640579308056685,0.005927730958437311,-0.01176177559042819,0.702472046762594
1.05,-1.190673050747627,0.9868391746047908,-1.1907577641567688,-0.2231530741260687,0.096618520853057,0.0542870274239196,0.023209762763464762,-0.011495845683574977,0.8409180000000163
