loggingTime(txt),loggingSample(N),locationTimestamp_since1970(s),locationLatitude(WGS84),locationLongitude(WGS84),locationAltitude(m),locationSpeed(m/s),locationSpeedAccuracy(m/s),locationCourse(°),locationCourseAccuracy(°),locationVerticalAccuracy(m),locationHorizontalAccuracy(m),locationFloor(Z),locationHeadingTimestamp_since1970(s),locationHeadingX(µT),locationHeadingY(µT),locationHeadingZ(µT),locationTrueHeading(°),locationMagneticHeading(°),locationHeadingAccuracy(°),accelerometerTimestamp_sinceReboot(s),accelerometerAccelerationX(G),accelerometerAccelerationY(G),accelerometerAccelerationZ(G),gyroTimestamp_sinceReboot(s),gyroRotationX(rad/s),gyroRotationY(rad/s),gyroRotationZ(rad/s),magnetometerTimestamp_sinceReboot(s),magnetometerX(µT),magnetometerY(µT),magnetometerZ(µT),motionTimestamp_sinceReboot(s),motionYaw(rad),motionRoll(rad),motionPitch(rad),motionRotationRateX(rad/s),motionRotationRateY(rad/s),motionRotationRateZ(rad/s),motionUserAccelerationX(G),motionUserAccelerationY(G),motionUserAccelerationZ(G),motionAttitudeReferenceFrame(txt),motionQuaternionX(R),motionQuaternionY(R),motionQuaternionZ(R),motionQuaternionW(R),motionGravityX(G),motionGravityY(G),motionGravityZ(G),motionMagneticFieldX(µT),motionMagneticFieldY(µT),motionMagneticFieldZ(µT),motionHeading(°),motionMagneticFieldCalibrationAccuracy(Z),activityTimestamp_sinceReboot(s),activity(txt),activityActivityConfidence(Z),activityActivityStartDate(txt),pedometerStartDate(txt),pedometerNumberofSteps(N),pedometerAverageActivePace(s/m),pedometerCurrentPace(s/m),pedometerCurrentCadence(steps/s),pedometerDistance(m),pedometerFloorAscended(N),pedometerFloorDescended(N),pedometerEndDate(txt),altimeterTimestamp_sinceReboot(s),altimeterReset(bool),altimeterRelativeAltitude(m),altimeterPressure(kPa),IP_Timestamp_since1970(s),IP_en0(txt),IP_pdp_ip0(txt),deviceID(txt),deviceOrientationTimeStamp_since1970(s),deviceOrientation(Z),batteryTimeStamp_since1970(s),batteryState(R),batteryLevel(Z),label(N)
2025-05-09T08:42:32.252-03:00,1,0,0,0,0,0,-1,0,-1,-1,-1,0,1746790952.238671,14.78612518310547,4.228553771972656,17.01113128662109,226.8424377441406,247.2841186523438,11.68219375610352,3057.42361525,0.0692138671875,-0.5605010986328125,-0.792022705078125,3057.41482025,-0.2288653999567032,-0.582642138004303,-0.2065877914428711,3057.41433125,10.65806579589844,54.16954040527344,-73.19905090332031,3057.42110225,0.7279260183108606,0.02250811275172011,0.6117686778018798,-0.2187247574329376,-0.6538906097412109,-0.2325294315814972,0.06911534070968628,0.02324515581130981,0.05769926309585571,XArbitraryCorrectedZVertical,0.2775721546426885,0.1172203915098677,0.3426016211672767,0.8898523428565285,0.01842433959245682,-0.5743162631988525,-0.8184261322021484,14.78612518310547,4.228553771972656,17.01113128662109,-1,2,2999.13677625,unknown,2,2025-05-09T08:41:33.958-03:00,2025-05-09T08:28:17.986-03:00,177,0.943875,0,0,115.9,0,0,2025-05-09T08:42:30.245-03:00,3054.46439,0,-1.347534,91.29048,1746790952.251756,10.149.169.142,0.0.0.0,my_iOS_device,0,1,1746790952.231284,1,0.35,0
2025-05-09T08:42:32.259-03:00,2,0,0,0,0,0,-1,0,-1,-1,-1,0,1746790952.238671,14.78612518310547,4.228553771972656,17.01113128662109,226.8424377441406,247.2841186523438,11.68219375610352,3057.43994825,0.0670166015625,-0.586944580078125,-0.8463897705078125,3057.43115325,-0.134246751666069,-0.6684664487838745,-0.2573074400424957,3057.43446225,10.88430786132812,53.92298889160156,-73.50051879882812,3057.43617925,0.7231367185476221,0.01512621198476395,0.6093940495153191,-0.05655533075332642,-0.6308862566947937,-0.2729148864746094,0.05278261005878448,-0.007600605487823486,0.0008857250213623047,XArbitraryCorrectedZVertical,0.2780466965184329,0.1128691065310028,0.3395601183605002,0.8914311889098868,0.01240294519811869,-0.572370707988739,-0.8199012279510498,14.84048843383789,4.483673095703125,16.94898986816406,-1,2,2999.13677625,unknown,2,2025-05-09T08:41:33.958-03:00,2025-05-09T08:28:17.986-03:00,177,0.943875,0,0,115.9,0,0,2025-05-09T08:42:30.245-03:00,3054.46439,0,-1.347534,91.29048,1746790952.251756,10.149.169.142,0.0.0.0,my_iOS_device,0,1,1746790952.231284,1,0.35,0
2025-05-09T08:42:32.274-03:00,3,0,0,0,0,0,-1,0,-1,-1,-1,0,1746790952.258795,14.8271656036377,4.302532196044922,16.73825836181641,227.3917236328125,247.8334045410156,11.68225002288818,3057.45628125,0.0423736572265625,-0.56683349609375,-0.88739013671875,3057.44748625,0.1420258432626724,-0.4043472111225128,-0.3153246641159058,3057.45459125,10.83528137207031,53.92123413085938,-73.361083984375,3057.45125625,0.7175616512574977,0.01098476159885559,0.6104815400664122,0.2071452885866165,-0.3206921517848969,-0.3328636884689331,0.05592573434114456,-0.01229393482208252,-0.04174607992172241,XArbitraryCorrectedZVertical,0.2795435703095844,0.1104267789957826,0.3364421186466033,0.8924505892118785,0.009000426158308983,-0.573262095451355,-0.8193226456642151,14.78837585449219,4.24725341796875,16.95144653320312,-1,2,2999.13677625,unknown,2,2025-05-09T08:41:33.958-03:00,2025-05-09T08:28:17.986-03:00,177,0.943875,0,0,115.9,0,0,2025-05-09T08:42:30.245-03:00,3054.46439,0,-1.347534,91.29048,1746790952.251756,10.149.169.142,0.0.0.0,my_iOS_device,0,1,1746790952.231284,1,0.35,0
2025-05-09T08:42:32.291-03:00,4,0,0,0,0,0,-1,0,-1,-1,-1,0,1746790952.279026,14.79383087158203,4.399440765380859,16.84243774414062,227.8860168457031,248.3276977539062,11.6823034286499,3057.47261425,0.008270263671875,-0.5596466064453125,-0.88104248046875,3057.46382025,0.3898148834705353,-0.03000796586275101,-0.382589191198349,3057.45459125,10.83528137207031,53.92123413085938,-73.361083984375,3057.46633225,0.7107869283582972,0.01265891985239128,0.6151991832089625,0.4176822900772095,0.01342831365764141,-0.3942831158638,0.01421366352587938,0.01486533880233765,-0.07355892658233643,XArbitraryCorrectedZVertical,0.281746769185072,0.1110055117549012,0.3334171134194031,0.8928211053574854,0.01033773832023144,-0.5771211981773376,-0.8165930509567261,14.79383087158203,4.399440765380859,16.84243774414062,-1,2,2999.13677625,unknown,2,2025-05-09T08:41:33.958-03:00,2025-05-09T08:28:17.986-03:00,177,0.943875,0,0,115.9,0,0,2025-05-09T08:42:30.245-03:00,3054.46439,0,-1.347534,91.29048,1746790952.251756,10.149.169.142,0.0.0.0,my_iOS_device,0,1,1746790952.231284,1,0.35,0
2025-05-09T08:42:32.309-03:00,5,0,0,0,0,0,-1,0,-1,-1,-1,0,1746790952.299187,15.1410083770752,4.566684722900391,16.20400238037109,228.3287048339844,248.7703857421875,11.68235683441162,3057.48894925,0.0412445068359375,-0.589874267578125,-0.788665771484375,3057.48015325,0.5088853240013123,0.3389524817466736,-0.4135068953037262,3057.47472025,10.76988220214844,54.32572937011719,-74.06689453125,3057.48140925,0.7027163609936142,0.01983122437663885,0.6222870734651468,0.5139932632446289,0.3646669387817383,-0.4158034324645996,-0.008986890316009521,0.02356886863708496,-0.06581664085388184,XArbitraryCorrectedZVertical,0.2841808344424894,0.1142252849244553,0.3304815712988901,0.8927349672140459,0.01611275412142277,-0.582895040512085,-0.8123877048492432,15.1410083770752,4.566684722900391,16.20400238037109,-1,2,2999.13677625,unknown,2,2025-05-09T08:41:33.958-03:00,2025-05-09T08:28:17.986-03:00,177,0.943875,0,0,115.9,0,0,2025-05-09T08:42:30.245-03:00,3054.46439,0,-1.347534,91.29048,1746790952.251756,10.149.169.142,0.0.0.0,my_iOS_device,0,1,1746790952.231284,1,0.35,0
2025-05-09T08:42:32.331-03:00,6,0,0,0,0,0,-1,0,-1,-1,-1,0,1746790952.319148,14.59407043457031,4.478927612304688,17.09843444824219,228.5784301757812,249.0201110839844,11.68241214752197,3057.50528125,0.0617218017578125,-0.617431640625,-0.6569671630859375,3057.49648625,0.5114302635192871,0.7178465723991394,-0.4304943978786469,3057.49485025,10.69073486328125,54.06695556640625,-72.91744995117188,3057.49648625,0.6947841891999081,0.03269443464336292,0.6298724958633707,0.51226806640625,0.71233731508255,-0.4326556622982025,0.03500088676810265,-0.02152347564697266,0.06342333555221558,XArbitraryCorrectedZVertical,0.285921884138406,0.1200553553463468,0.3284200429333451,0.8921747244473955,0.0264157522469759,-0.5890417098999023,-0.8076707720756531,14.87590980529785,4.354591369628906,16.76566314697266,-1,2,2999.13677625,unknown,2,2025-05-09T08:41:33.958-03:00,2025-05-09T08:28:17.986-03:00,177,0.943875,0,0,115.9,0,0,2025-05-09T08:42:30.245-03:00,3054.46439,0,-1.347534,91.29048,1746790952.251756,10.149.169.142,0.0.0.0,my_iOS_device,0,1,1746790952.231284,1,0.35,0
2025-05-09T08:42:32.339-03:00,7,0,0,0,0,0,-1,0,-1,-1,-1,0,1746790952.319148,14.59407043457031,4.478927612304688,17.09843444824219,228.5784301757812,249.0201110839844,11.68241214752197,3057.521613791667,0.0726318359375,-0.599517822265625,-0.5916900634765625,3057.512818791667,0.4552040100097656,0.85080885887146,-0.4558476805686951,3057.514979791667,10.3271484375,54.97055053710938,-73.01376342773438,3057.511562791667,0.6864155632624529,0.05013824904814176,0.6370212165231011,0.4626067280769348,0.8517900109291077,-0.4581562280654907,0.022792037576437,-0.02455073595046997,0.1371199488639832,XArbitraryCorrectedZVertical,0.286785880915369,0.1277630310192052,0.3268754806699779,0.8913938158673986,0.0402878075838089,-0.594803512096405,-0.8028609156608582,14.89452934265137,4.855602264404297,17.23046112060547,-1,2,2999.13677625,unknown,2,2025-05-09T08:41:33.958-03:00,2025-05-09T08:28:17.986-03:00,177,0.943875,0,0,115.9,0,0,2025-05-09T08:42:30.245-03:00,3054.46439,0,-1.347534,91.29048,1746790952.251756,10.149.169.142,0.0.0.0,my_iOS_device,0,1,1746790952.231284,1,0.35,0
2025-05-09T08:42:32.354-03:00,8,0,0,0,0,0,-1,0,-1,-1,-1,0,1746790952.339054,14.65531539916992,5.030105590820312,17.00592803955078,228.7962646484375,249.2379455566406,11.68247222900391,3057.537946791667,0.074920654296875,-0.5574798583984375,-0.619873046875,3057.529153791667,0.3398795425891876,0.7405617237091064,-0.4139875769615173,3057.535109791667,10.18212890625,55.11048889160156,-73.28804016113281,3057.526639791667,0.6773936256414247,0.06750097492987403,0.6428671084313471,0.3609909415245056,0.7412087321281433,-0.4423502087593079,0.02218645066022873,0.002477288246154785,0.2068674564361572,XArbitraryCorrectedZVertical,0.2871714995118694,0.1351065295604849,0.3251166095239725,0.89082991591552,0.05398542806506157,-0.5994926691055298,-0.7985575199127197,14.65531539916992,5.030105590820312,17.00592803955078,-1,2,2999.13677625,unknown,2,2025-05-09T08:41:33.958-03:00,2025-05-09T08:28:17.986-03:00,177,0.943875,0,0,115.9,0,0,2025-05-09T08:42:30.245-03:00,3054.46439,0,-1.347534,91.29048,1746790952.251756,10.149.169.142,0.0.0.0,my_iOS_device,0,1,1746790952.231284,1,0.35,0
2025-05-09T08:42:32.374-03:00,9,0,0,0,0,0,-1,0,-1,-1,-1,0,1746790952.359445,14.19585227966309,5.35467529296875,17.19116973876953,228.9046478271484,249.3463287353516,11.68253326416016,3057.554281791667,0.0227508544921875,-0.4900360107421875,-0.7099151611328125,3057.545485791667,0.2561382949352264,0.9203900694847107,-0.05960261076688766,3057.555240791667,9.556320190429688,54.83457946777344,-72.92208862304688,3057.541716791667,0.6713137230829879,0.0826317452267664,0.6472065087388674,0.2714172899723053,0.8437177538871765,-0.1262115091085434,0.01928256452083588,0.01694637537002563,0.1854758858680725,XArbitraryCorrectedZVertical,0.2870842313592749,0.1416263483054311,0.3244273601627697,0.890096378928566,0.06584624201059341,-0.6029601693153381,-0.795049250125885,14.19585227966309,5.35467529296875,17.19116973876953,-1,2,2999.13677625,unknown,2,2025-05-09T08:41:33.958-03:00,2025-05-09T08:28:17.986-03:00,177,0.943875,0,0,115.9,0,0,2025-05-09T08:42:30.245-03:00,3054.46439,0,-1.347534,91.29048,1746790952.251756,10.149.169.142,0.0.0.0,my_iOS_device,0,1,1746790952.231284,1,0.35,0
2025-05-09T08:42:32.389-03:00,10,0,0,0,0,0,-1,0,-1,-1,-1,0,1746790952.379267,13.49502754211426,5.111457824707031,17.62236022949219,228.6328125,249.0744934082031,11.68260097503662,3057.570614791667,0.0192108154296875,-0.6417236328125,-0.6910552978515625,3057.561818791667,0.06503359228372574,0.8912888765335083,-0.1740623414516449,3057.555240791667,9.556320190429688,54.83457946777344,-72.92208862304688,3057.556793791667,0.6697092281535078,0.09760065655598683,0.650431378731512,0.1370666176080704,0.9274337887763977,-0.09982741624116898,-0.05479868501424789,0.1154937148094177,0.08212006092071533,XArbitraryCorrectedZVertical,0.2862169010532394,0.1485338099322175,0.3257553451874997,0.8887637244876334,0.07754955440759659,-0.60552978515625,-0.7920351624488831,13.82807540893555,5.508991241455078,17.39482116699219,-1,2,2999.13677625,unknown,2,2025-05-09T08:41:33.958-03:00,2025-05-09T08:28:17.986-03:00,177,0.943875,0,0,115.9,0,0,2025-05-09T08:42:30.245-03:00,3054.46439,0,-1.347534,91.29048,1746790952.251756,10.149.169.142,0.0.0.0,my_iOS_device,0,1,1746790952.231284,1,0.35,0
