val_subject_id,n_train_windows,n_val_windows,best_epoch,best_val_loss,mae,rmse,rms,r2,bias,mape_pct
02,2227,126,20,0.08571829600259662,0.3245250157112867,0.4060552401591663,0.4060552401591663,0.7370776265103629,0.23817129299599585,152.8754043537025
03,2230,123,10,0.08646441204473376,0.30791516165072375,0.4072855406201721,0.4072855406201721,0.8615873997058762,-0.10843485586383055,61.14253274121112
08,2232,121,18,0.06699599185958505,0.29563111693554717,0.36133561589578445,0.36133561589578445,0.8480161270242365,-0.18824304355590632,112.23724529533101
09,2230,123,3,0.2002784200012684,0.5633843772969559,0.6239011714823768,0.6239011714823768,0.43935524774536205,0.5475287783882002,246.86776473767685
12,2233,120,37,0.11045846994966269,0.3644667739646167,0.4638828732462011,0.4638828732462011,0.5179429243322411,-0.02825522715466084,471.5639445654236
13,2229,124,5,0.28234325535595417,0.5901077965492137,0.764642070231654,0.764642070231654,0.6196761742003043,-0.4925361320266615,281.29289433775784
14,2216,137,29,0.4505559934510125,0.8394425627939207,0.9409945518433892,0.9409945518433892,0.22384122531579076,0.7718776235573895,198.61133118597664
15,2226,127,2,0.5420423708856106,0.9003418013796679,1.1750316863143802,1.1750316863143802,0.0836039492548013,-0.5622637768341058,103.50583236286973
16,2234,119,18,0.08376176282763481,0.256365534605808,0.38283607484426646,0.38283607484426646,0.6693502338645303,0.057173106861039893,97.18649413968538
17,2232,121,6,0.06527623115107417,0.2532051915370188,0.34884605046386125,0.34884605046386125,0.8156642953466504,-0.15054891012048094,94.47388395965663
18,2232,121,4,0.12500628735870123,0.3990067754955782,0.4934562429722598,0.4934562429722598,0.5510407007809139,0.3626095717675604,236.54216339022986
19,2227,126,10,0.21113530173897743,0.49698415248755806,0.660817263599821,0.660817263599821,0.559734401604895,-0.04736900717310765,79.70277626576954
20,2231,122,12,0.04987811157479882,0.2105831229926947,0.2954076399699048,0.2954076399699048,0.8673639034964938,0.008501657724846155,105.23602742529627
21,2229,124,5,0.08673568861559033,0.3113403623553758,0.4040534063752425,0.4040534063752425,0.767667604336393,-0.16520640056594074,208.32317803026874
22,2230,123,11,0.04244095995090902,0.21971796224459514,0.2853961935252985,0.2853961935252985,0.8428084469126083,-0.15180260981365343,723.7298157196524
25,2228,125,2,0.12811323907226324,0.40916532505172,0.5018541769282446,0.5018541769282446,0.5086060784499384,-0.1022743731864045,120.5217563145311
27,2229,124,27,0.09932235348969698,0.304231139398859,0.4398488475874938,0.4398488475874938,0.7850725087628943,-0.024907295557658405,204.84751629994258
28,2232,121,25,0.05323818535543978,0.24408552985846196,0.3141304939975102,0.3141304939975102,0.8846519459746056,-0.013500495003940429,69.04355692396967
29,2227,126,23,0.04185615945607424,0.20164001566391168,0.2803701505521146,0.2803701505521146,0.8864948674909527,0.011066036365184656,80.58312685816166
