val_subject_id,n_train_windows,n_val_windows,best_epoch,best_val_loss,mae,rmse,rms,r2,bias,mape_pct
02,2227,126,41,0.07144231628626585,0.2865648216991956,0.36972179626020374,0.36972179626020374,0.7769631968875959,0.026129124637270622,114.92065645847174
03,2230,123,7,0.08242473471909761,0.30321170366505484,0.3911273007432105,0.3911273007432105,0.8716341630877686,-0.09576349071731796,76.49122071920283
08,2232,121,32,0.060630316846072674,0.2746544829049448,0.3435246657914308,0.3435246657914308,0.8628747622415609,-0.14521342473068677,115.25137445076021
09,2230,123,1,0.1678246445953846,0.4747652709620896,0.5795046697953042,0.5795046697953042,0.5228013312367669,0.34874985217635435,203.05622273893337
12,2233,120,99,0.12772724218666553,0.3909884140852761,0.506573694573594,0.506573694573594,0.42401322786430584,-0.03543663729201783,462.510228704644
13,2229,124,11,0.2506207376718521,0.5492990975870915,0.7117805440166841,0.7117805440166841,0.668534277884021,-0.4327738631052411,270.0641043338103
14,2216,137,19,0.47002982795238496,0.8359713552334094,0.9310152469918982,0.9310152469918982,0.23741509736963073,0.7856486274626836,204.26576465032778
15,2226,127,15,0.6168465465307236,0.949479998599425,1.3067846232979072,1.3067846232979072,-0.13374915910717622,-0.6871668300260435,112.42458073091241
16,2234,119,12,0.06646233983337879,0.23608559473953794,0.3438786839544018,0.3438786839544018,0.6889549484860612,0.0631781446400649,89.88418704819735
17,2232,121,8,0.07211884949356318,0.28229186189030914,0.37332435469550396,0.37332435469550396,0.7951259223571302,-0.17002500048346916,116.8684537372072
18,2232,121,49,0.12068588845431805,0.38050059044805484,0.47429092645034937,0.47429092645034937,0.5710957500758006,0.34673503119326593,227.39072492653384
19,2227,126,45,0.21914074197411537,0.5244175687660192,0.6729207035490712,0.6729207035490712,0.552777757272656,0.0048267001558647115,89.82177248793633
20,2231,122,13,0.05571844708174467,0.2227210090588651,0.31350264975798314,0.31350264975798314,0.8497719863207582,-0.0031386883873009007,114.52765259224765
21,2229,124,24,0.09562626667320728,0.33234705186377644,0.4267442517782479,0.4267442517782479,0.7442503761349651,-0.24809920366386562,214.46189251294086
22,2230,123,6,0.04118071775883436,0.21207326938893262,0.27866897599581836,0.27866897599581836,0.8496600350175297,-0.11082185436454478,656.3440854388532
25,2228,125,3,0.1278793402016163,0.4043001274954031,0.5015600065497297,0.5015600065497297,0.5083580028830694,-0.1910106984930982,152.1751676683454
27,2229,124,6,0.09453784488141537,0.3169360454999172,0.4280413824887627,0.4280413824887627,0.8013836992330231,-0.16819148350364632,208.3840803975181
28,2232,121,30,0.05396468658000231,0.22770016867934906,0.31323172213858813,0.31323172213858813,0.8796188901378444,-0.04483072609732379,71.41791862171658
29,2227,126,47,0.045973739586770535,0.21390479049195718,0.29413453472660306,0.29413453472660306,0.874399302373666,0.08855912268919397,84.8317745328242
