val_subject_id,n_train_windows,n_val_windows,best_epoch,best_val_loss,mae,rmse,rms,r2,bias,mape_pct
02,2227,126,27,0.08382511232048273,0.31881240865789734,0.3957104857642507,0.3957104857642507,0.746005483982779,0.2730306155187578,158.95324568293546
03,2230,123,53,0.07219081837683916,0.2819015440554042,0.36887284961317707,0.36887284961317707,0.8869975643653896,-0.04614291905799028,56.8611228646915
08,2232,121,82,0.059036790393292904,0.27178723045221986,0.33976903782416473,0.33976903782416473,0.8663829342689292,-0.13815515430351674,116.32546329676505
09,2230,123,3,0.18876101449131966,0.5288032497174983,0.6050551938697757,0.6050551938697757,0.47116493050215924,0.497602471024275,238.12334110834422
12,2233,120,1,0.15370271354913712,0.44672362457021436,0.560182972510754,0.560182972510754,0.2942714520216996,-0.07454915186847857,582.3952991743747
13,2229,124,14,0.2844519764184952,0.5968875492441652,0.7624896201710116,0.7624896201710116,0.6208897504927329,-0.4926283231740492,272.66840703355325
14,2216,137,21,0.5301503330469132,0.9030949961413218,0.988784873950282,0.988784873950282,0.12812503068106684,0.8583663086501945,269.73606383226223
15,2226,127,17,0.5012543871998787,0.8128485205684473,1.1478330379340147,1.1478330379340147,0.11394001111250807,-0.5605002536094721,105.11057491558344
16,2234,119,1,0.07661943137645721,0.3030423867752181,0.3791948117164663,0.3791948117164663,0.6993654255508968,0.12014325768059428,94.25112861295526
17,2232,121,11,0.06621087994426489,0.26083260354982013,0.3544094348886234,0.3544094348886234,0.8116877734476251,-0.16287328031204945,91.02977139461598
18,2232,121,24,0.12030263990163803,0.39076801041359227,0.4683992020277065,0.4683992020277065,0.5827179104078304,0.361062553309484,295.79706328020166
19,2227,126,18,0.2118758112192154,0.5108605118412476,0.6571478162702346,0.6571478162702346,0.5722852943917418,0.03409455303797528,90.63404262465737
20,2231,122,24,0.05331162642687559,0.21772078721215338,0.30712026202738374,0.30712026202738374,0.8512942516094263,0.01209465658234921,113.04057697709966
21,2229,124,13,0.08490599133074284,0.3071843404319983,0.4013801883702388,0.4013801883702388,0.7689656394029065,-0.2138994464411786,203.0376998537432
22,2230,123,58,0.04101500939577818,0.22185117657318207,0.2798767951873023,0.2798767951873023,0.8484452079477318,-0.13655740203502853,658.8490028532292
25,2228,125,1,0.09650168381631374,0.3651472404504567,0.4352935459417804,0.4352935459417804,0.6296567859449206,-0.09710106807070473,126.60738721186785
27,2229,124,16,0.11907343938946724,0.3657665546276258,0.4842378030580029,0.4842378030580029,0.7504322415747537,-0.2297426266895929,219.16450916019676
28,2232,121,20,0.048083217814564705,0.224918804592857,0.29808043757079,0.29808043757079,0.8937941577804235,-0.03188595423230532,73.4969724958736
29,2227,126,29,0.03835226548835635,0.19333361997766788,0.2686431638639472,0.2686431638639472,0.8963616502692532,0.08317272915203056,69.72463782117545
