val_subject_id,n_train_windows,n_val_windows,best_epoch,best_val_loss,mae,rmse,rms,r2,bias,mape_pct
02,2227,126,18,0.07142826076596975,0.3077061236524343,0.371578024060645,0.371578024060645,0.7842150521972469,0.25997184946465984,146.68570735756506
03,2230,123,25,0.07130726892501116,0.28540980618540446,0.37183704842822746,0.37183704842822746,0.8851253567044648,-0.06553087160170462,59.37660984049384
08,2232,121,42,0.059419662691652775,0.2719142981209682,0.3393115609271559,0.3393115609271559,0.8655977553553488,-0.16679406658861756,114.09996216621663
09,2230,123,8,0.1644785674288869,0.4809979179079661,0.5600158307819645,0.5600158307819645,0.5443459413625973,0.409349637079724,233.17287880702753
12,2233,120,28,0.14429399743676186,0.42345765013732795,0.533529817791699,0.533529817791699,0.3622769437286011,-0.1300801182220813,539.1397809275253
13,2229,124,1,0.27223468385636806,0.6036987007356384,0.7499513670762412,0.7499513670762412,0.6385553292292898,-0.4804070248260909,375.6840632065501
14,2216,137,36,0.46989942259258694,0.8654033025704244,0.947000279910011,0.947000279910011,0.20201718320598172,0.8207348683183116,236.3696484271236
15,2226,127,21,0.501396156847477,0.8082043604986874,1.152147110152225,1.152147110152225,0.11196237125163755,-0.5825614721021979,110.32911799275315
16,2234,119,5,0.08182153012603521,0.2690651165559909,0.39176383361051387,0.39176383361051387,0.6641555233904888,0.05153401230951035,119.02488967760596
17,2232,121,3,0.06816792069002986,0.2719089542231914,0.3596468298824877,0.3596468298824877,0.8104311439138427,-0.15097781491872198,115.33851213592337
18,2232,121,8,0.1290728859603405,0.39954879810194643,0.49619549534673074,0.49619549534673074,0.5336733749712859,0.3623850388268968,318.76805780349235
19,2227,126,12,0.22008410654962063,0.5206426813277519,0.6697800867451214,0.6697800867451214,0.5509443403848389,0.05078539889980916,89.97072091194303
20,2231,122,6,0.04608247010037303,0.21127081380893672,0.28765213442094545,0.28765213442094545,0.8748577627724721,-0.009678534366294763,95.83495798677302
21,2229,124,31,0.09639305574819446,0.32217545506357903,0.4265572283086816,0.4265572283086816,0.7370500270837719,-0.2042717103705546,217.54577376963206
22,2230,123,9,0.04332669568248093,0.22508926107289873,0.28589917011573807,0.28589917011573807,0.8401313603283608,-0.14527790710936142,718.9994013769087
25,2228,125,1,0.09688963368535042,0.3708014538411051,0.43564394014600955,0.43564394014600955,0.6302733215141612,-0.05278186026868721,126.45812202106698
27,2229,124,11,0.09863651264458895,0.32221850536068,0.43751261403857794,0.43751261403857794,0.7905022220870249,-0.17062929004508695,178.24954845306436
28,2232,121,31,0.049713347340002656,0.23232906148064056,0.30459607483774537,0.30459607483774537,0.8890980998659347,0.06279827270937119,82.81020083926373
29,2227,126,33,0.04593290854245424,0.20754591414477017,0.29154458297921776,0.29154458297921776,0.8766447469346568,0.11952946385190077,82.97577602712572
