val_subject_id,n_train_windows,n_val_windows,best_epoch,best_val_loss,mae,rmse,rms,r2,bias,mape_pct
02,2227,126,25,0.07619964145123959,0.3148967800797184,0.3803450405812743,0.3803450405812743,0.7690429430642066,0.27418412956269334,144.07289283363264
03,2230,123,7,0.07498988835141063,0.2972386575262328,0.38273866003011675,0.38273866003011675,0.8793563246516626,-0.08143107319889252,58.034105094622866
08,2232,121,32,0.05724057275801897,0.269608266946113,0.33604546387815076,0.33604546387815076,0.8698867952022321,-0.15309167556362047,109.09791697253401
09,2230,123,3,0.1971682645380497,0.5527086662811161,0.6131441920461232,0.6131441920461232,0.45386562070403924,0.5346159924513365,240.57013899320435
12,2233,120,1,0.14641413185745478,0.43754383738413644,0.5394210946111972,0.5394210946111972,0.345757327178958,-0.0626294860651736,546.392832243575
13,2229,124,10,0.29334716219455004,0.6081394292237311,0.7799235018177043,0.7799235018177043,0.6039356120157102,-0.4847444633232625,248.4343166053896
14,2216,137,7,0.5437557548284531,0.9506712053180049,1.0514446113149027,1.0514446113149027,0.039043373758572475,0.9100940988412571,248.6558357731473
15,2226,127,4,0.5325684510171413,0.8380256414997177,1.1842492992349323,1.1842492992349323,0.0618417837533769,-0.7069705577706062,100.7138514684796
16,2234,119,21,0.0894536068663001,0.27818240457556165,0.4072215804470066,0.4072215804470066,0.6397617797053511,0.13923374594887067,109.16551690882046
17,2232,121,16,0.05383070278912783,0.23454818412116038,0.31670039451463283,0.31670039451463283,0.8498194094207905,-0.10250752806061553,80.8051629162104
18,2232,121,20,0.09720852039754391,0.34849039392579173,0.43198001065908304,0.43198001065908304,0.646556096895304,0.3134914379036593,148.35281780373126
19,2227,126,26,0.21925244946032763,0.5311304507899793,0.664638215273665,0.664638215273665,0.5636120887954741,0.13431062963219587,106.78875392637013
20,2231,122,26,0.04829535726457834,0.22013821788642385,0.29801152797327574,0.29801152797327574,0.8675178946772734,-0.09881271133439798,95.24954148872771
21,2229,124,13,0.0931387129239738,0.32640658189155786,0.42071161416049035,0.42071161416049035,0.7477518276578181,-0.23395515078522255,219.59240244918297
22,2230,123,8,0.03752638609148562,0.19712575725393722,0.2667700370079495,0.2667700370079495,0.8607076540875318,-0.07373766706333079,655.5959705142182
25,2228,125,1,0.10941618960350752,0.37571825867223246,0.46117283075433724,0.46117283075433724,0.5808204572715504,-0.21971881084310513,150.77971583191476
27,2229,124,33,0.12270176690071821,0.361446830697526,0.4895104709124864,0.4895104709124864,0.7379224485345091,-0.19602215609330775,230.61241476099624
28,2232,121,17,0.051686289720237255,0.23839822490764373,0.309788377465398,0.309788377465398,0.8846853447068541,0.04574293571822576,86.00725191993594
29,2227,126,21,0.0395555617287755,0.19318195777807246,0.2696284182973649,0.2696284182973649,0.8937191859340626,0.07729096254559292,69.77640205567954
