val_subject_id,n_train_windows,n_val_windows,best_epoch,best_val_loss,mae,rmse,rms,r2,bias,mape_pct
02,591,33,83,0.06036504916846752,0.29418033417664124,0.37064490201270617,0.37064490201270617,0.7727118726579201,0.18466469983060518,141.61059201893946
03,591,33,77,0.12997937574982643,0.32136248776100035,0.41887631817412757,0.41887631817412757,0.8420423528106641,-0.12594201142030692,68.95103159707571
08,592,32,23,0.07735726982355118,0.3006411813221348,0.38117180827964225,0.38117180827964225,0.830586210347848,-0.1434833634799967,124.6946458769697
09,591,33,23,0.2430102452635765,0.5302980829385989,0.5974777380850625,0.5974777380850625,0.4561550713904755,0.5019129174157643,236.012449770416
12,592,32,1,0.15682868659496307,0.45529686352545773,0.5568274169960685,0.5568274169960685,0.29805155878220757,-0.02589461048475338,499.4418497451119
13,591,33,5,0.13880878128111362,0.518622449578334,0.653557193097784,0.653557193097784,0.7180743682388295,-0.21632238581742516,351.33710336650057
14,588,36,3,0.6788762807846069,0.9557307702918748,1.0972056480884336,1.0972056480884336,-0.0944632382433479,0.7851617072850651,149.40445132624933
15,590,34,32,0.5039161741733551,0.8978436857329536,1.0569310877516571,1.0569310877516571,-0.017415043647845074,-0.703769910257474,112.93271451257338
16,592,32,2,0.08180247992277145,0.3177288720177482,0.3890629782291897,0.3890629782291897,0.6736036041233858,0.07035537289272421,76.448379513389
17,592,32,61,0.09059173613786697,0.29850746141432866,0.4116614606453662,0.4116614606453662,0.7449097314624451,-0.1316967653098345,101.97462138057143
18,592,32,2,0.17403143644332886,0.5026390149112558,0.5815491220320876,0.5815491220320876,0.37916673896711606,0.28214286494403495,165.6465019356277
19,591,33,65,0.274686798453331,0.6058030127000881,0.7576741953890335,0.7576741953890335,0.40046188995461574,-0.12036347571076035,95.86419718697069
20,592,32,18,0.08822980523109436,0.2910481523567796,0.3717154055962162,0.3717154055962162,0.7516768607257295,-0.06268395374748555,100.6652353075958
21,591,33,50,0.10898887366056442,0.3964823408032922,0.48249403834433136,0.48249403834433136,0.565964750265067,-0.284120448838362,226.8977967350953
22,591,33,45,0.038497764617204666,0.25968849497501906,0.3395206397350219,0.3395206397350219,0.7720643745660369,-0.16296132738605942,719.7320031794263
25,591,33,15,0.07881715521216393,0.3798208068137885,0.44936311360766784,0.44936311360766784,0.5783930194007618,-0.01150527300931645,132.98303543235147
27,591,33,16,0.12070869281888008,0.42753372405653634,0.5443760197359125,0.5443760197359125,0.654386554940673,-0.2638502721929472,236.61262422297287
28,592,32,56,0.09797196835279465,0.3138891150439728,0.38971441415005037,0.38971441415005037,0.7780494522804863,-0.033149017251920064,74.14729866890268
29,591,33,11,0.05777261313050985,0.3146181395003982,0.38764247531739005,0.38764247531739005,0.7652529114244047,0.1446808193075927,114.53022541245703
